IRI	Label	Issue
http://purl.obolibrary.org/obo/HSO_0000075	number of psu tested	not an RO property
http://purl.obolibrary.org/obo/HSO_0000076	number of ssu tested	not an RO property
http://purl.obolibrary.org/obo/HSO_0000077	number of units positive	not an RO property
http://purl.obolibrary.org/obo/HSO_0000078	number of psu positive	not an RO property
http://purl.obolibrary.org/obo/HSO_0000079	number of ssu positive	not an RO property
http://purl.obolibrary.org/obo/HSO_0000080	number of units negative	not an RO property
http://purl.obolibrary.org/obo/HSO_0000081	number of psu negative	not an RO property
http://purl.obolibrary.org/obo/HSO_0000082	number of ssu negative	not an RO property
http://purl.obolibrary.org/obo/HSO_0000083	number of specimen tested	not an RO property
http://purl.obolibrary.org/obo/HSO_0000084	number of specimen negative	not an RO property
http://purl.obolibrary.org/obo/HSO_0000085	calculated sample size	not an RO property
http://purl.obolibrary.org/obo/HSO_0000086	calculated number of psu	not an RO property
http://purl.obolibrary.org/obo/HSO_0000087	calculated number of ssu	not an RO property
http://purl.obolibrary.org/obo/HSO_0000088	number of specimen positive	not an RO property
http://purl.obolibrary.org/obo/HSO_0000205	percentage of units positive	not an RO property
http://purl.obolibrary.org/obo/HSO_0000209	percentage of psu positive	not an RO property
http://purl.obolibrary.org/obo/HSO_0000210	percentage of ssu positive	not an RO property
http://purl.obolibrary.org/obo/HSO_0000211	percentage of specimen positive	not an RO property
http://purl.obolibrary.org/obo/HSO_0000212	surveillance activity aggregated results	not an RO property
http://purl.obolibrary.org/obo/HSO_0000213	surveillance activity year	not an RO property
http://purl.obolibrary.org/obo/HSO_0000260	year started	not an RO property
http://purl.obolibrary.org/obo/HSO_0000321	number of cases	not an RO property
http://purl.obolibrary.org/obo/HSO_0000322	number of domestic cases	not an RO property
http://purl.obolibrary.org/obo/HSO_0000323	number of imported cases	not an RO property
http://purl.obolibrary.org/obo/HSO_0000356	specimen weight	not an RO property
http://purl.obolibrary.org/obo/HSO_0000357	sampling weight in grams	not an RO property
http://purl.obolibrary.org/obo/HSO_0000358	sampling weight in millilitre	not an RO property
http://purl.obolibrary.org/obo/HSO_0000361	case fatality rate	not an RO property
http://purl.obolibrary.org/obo/HSO_0000362	hospitalized cases	not an RO property
http://purl.obolibrary.org/obo/HSO_0000363	notification rate	not an RO property
http://purl.obolibrary.org/obo/HSO_0000364	notification rate in domestic cases	not an RO property
http://purl.obolibrary.org/obo/HSO_0000365	number of deaths	not an RO property
http://purl.obolibrary.org/obo/HSO_0000384	case definition	not an RO property
